"","RD12951DM","RD12952DM","RD12953DM","RD12954DM","RD12955DM","RD12956DM","RD12957DM","RD12958DM","RD12959DM","RD12960DM","RD12961DM","RD12962DM","RD12963DM","RD12964DM","RD12965DM","RD12966DM","RD12967DM","RD12968DM","RD12969DM","RD12970DM","RD12971DM","RD12972DM","RD12973DM","RD12974DM","RD12975DM","RD12976DM","RD12977DM","RD12978DM","RD12979DM","RD12980DM","RD12981DM","RD12982DM","RD12983DM","RD12984DM","RD12985DM","RD12986DM","RD12987DM","RD12988DM","RD12989DM","RD12990DM","RD12991DM","RD12992DM","RD12993DM","RD12994DM","RD12995DM","RD12996DM","RD12997DM","RD12998DM","RD12999DM","RD13000DM","RD13001DM","RD13002DM","RD13003DM","RD13004DM","RD13005DM","RD13006DM","RD13007DM","RD13008DM","RD13009DM","RD13010DM","RD13011DM","RD13012DM","RD13013DM","RD13014DM","RD13015DM","RD13016DM","RD13017DM","RD13018DM","RD13019DM","RD13020DM","RD13021DM","RD13022DM","RD13023DM","RD13024DM","RD13025DM","RD13026DM","RD13027DM","RD13028DM","RD13029DM","RD13030DM","RD13031DM","RD13032DM","RD13033DM","RD13034DM","RD13035DM","RD13036DM","RD13037DM","RD13038DM","RD13039DM","RD13040DM","RD13041DM","RD13042DM"
May16,212479.202557,45655.883871,32259.82188,45246.62396,54.426762,2538.59797,31094.15917,1144.899639,174.60539,3498.468723,15853.059239,138.106521,2336.383128,15782.468167,5841.109326,380.729055,10479.859756,1578.1588,1578.1588,704673.851,704673.851,2149.237719,706.676506,636.188952,83.2393,319.195825,403.937136,13388626.646137,190987.80666,242511.30236,1204419.032266,1085008.804557,2831847.503858,358485.0846,3668.49917,22873.342,59437.437814,4475670.044247,0,34370.87463,1339364.344628,78879.950609,86026.079809,374599.969319,284812.7996,384058.734822,68618.280432,53.313439,25184.643382,31205.852336,3353.838318,4233.578527,13274.058316,6853.612638,10564.383986,83561.683738,8230.088139,66568.684958,7343.570352,51315.831469,26.280212,3671.03458,26167.15423,1862.90301,1678.950924,610.952959,0,1.692962,1328.051231,1923.44943,1381.902609,4671.507561,115.598721,5235.487851,7356.656972,0,0.003168,0.003168,101600.207723,12608.005817,2256.241375,4429.726118,0,1.866379,891.114259,3596.26043,15552.732215,27418.90264,214.433835,11403.930966,23226.993689,0
Jun16,207197.21773,41379.740788,32894.769834,43458.686759,67.632751,2895.209632,30130.361474,1073.156439,169.25725,4268.528132,17643.186634,102.553088,2283.536856,14029.668385,5212.326275,361.7306,11226.872833,1554.3804,1554.3804,721889.1846,721889.1846,1948.041601,358.120084,775.973656,86.55556,308.668096,418.724205,12665690.6699628,181553.184,251105.907631,1125754.188098,1019781.661829,3108244.739616,242013.420395,3002.154201,23306.8825,56142.306672,3800030.550988,0,32286.23599,1273990.822341,77980.228969,102513.175548,416199.926345,299907.6782,364238.596543,75343.202164,66.277604,23329.216091,29611.722569,3059.34202,4668.834734,12999.865429,6477.925878,11640.135421,66535.351883,4629.542172,59735.786433,7320.986801,54720.38221,24.453129,4075.572005,25088.935243,2183.279143,1560.464083,500.480049,0,1.010184,1331.398367,1856.9753,1153.550082,3549.271612,105.111826,5087.694743,7759.699854,0,0.00324,0.00324,110988.291096,27106.018457,2169.537382,4010.57677,0,0.955208,783.517799,4266.82878,10761.742619,26206.996041,194.111804,11734.1204,23753.885836,0
Jul16,201890.813147,39405.96406,33834.030032,41966.665374,63.736101,2519.75293,32366.97644,1180.17072,157.90673,2993.870843,12684.586135,0,2337.117354,16159.757163,4607.682513,138.153459,11474.443293,1753.212868,1753.212868,652772.0898,652772.0898,2465.571754,752.413682,740.722766,72.03511,412.699076,487.70112,12315094.7308918,250918.37812,231638.77893,1278445.425832,1007611.91373,2640180.50867,293931.0882,2906.215262,21249.9134,62661.952859,3552610.328843,0,32294.56836,1345352.853321,76504.108326,109093.043585,431793.398971,280506.504,356532.355195,57165.964388,57.350218,24655.354113,30951.3483,3271.269905,5046.187833,13695.281911,7700.026403,12453.43608,73222.921394,3275.830384,62095.417898,8097.008043,49809.294346,578.544591,4457.119388,26481.438303,1932.274219,1411.44529,552.170125,0,1.771632,1379.113014,1920.64157,1854.550659,4352.888244,0,5508.643497,7122.571895,445.368158,0.003096,0.003096,106561.263776,20539.73343,2161.630491,3562.183224,0,2.82969,827.033106,3563.38789,17207.50248,25596.860075,0,11819.040775,20862.741632,418.320983
Ago16,201496.605389,35118.539124,34983.47754,42112.94041,48.794109,2820.322052,33005.36415,1166.504098,111.19049,3682.744875,16702.707567,145.721527,2585.183754,12922.186819,4755.684208,387.914616,10947.33005,1783.723795,1783.723795,692500.2336,692500.2336,2325.008957,405.133596,860.240238,62.8935,223.753728,717.727175,10630542.682081,248365.90805,236936.577112,1279612.824149,1033821.693817,3096932.08703,347225.44661,6392.91738,23705.4111,59971.8219,3434417.225326,0,39117.519334,38293.27802,78950.894719,79010.47408,360089.462654,267699.1408,377985.272463,62447.513047,51.477761,25010.961025,31077.319717,3056.031308,5319.329229,13561.259078,6298.038673,13409.308267,83041.88399,4875.561601,67869.453261,6769.763788,51083.166932,26.140817,4088.063969,26746.839631,2567.416275,1423.997812,463.915427,0,140.971188,1337.561935,2161.87311,1969.295989,4393.783465,105.579212,5348.411999,6834.033219,0,0.00288,0.00288,115513.616604,28809.714427,2139.055976,3399.340886,0,264.527459,972.335763,3029.01877,16253.913449,25407.445508,151.128682,12381.142112,22705.993572,0
Sep16,199537.03852,36271.339039,37443.755926,41193.070801,67.130068,2437.800624,29221.924848,1107.042536,154.08294,3440.261425,14730.219545,178.087674,2308.86664,14387.010368,6099.298697,414.0069,10083.140489,1577.33667,1577.33667,263289.1845,263289.1845,2000.337856,505.248462,706.224376,60.8418,248.854793,458.8394,12369239.9184397,246717.26226,232701.178317,1260237.550415,916185.863602,2704769.40818,341378.1823,6023.14669,25396.375029,61000.344592,3726756.75684,0,33115.96336,1320181.888297,71045.924473,89325.60589,384685.042277,244323.6398,372407.00079,57121.493974,55.159929,23723.909317,32544.099083,2927.669644,4383.524524,13505.944014,6810.97611,10578.158154,82970.84445,5311.850402,68470.782404,7884.575301,52105.058894,28.471711,3984.482879,27323.703877,3121.763941,1501.173681,737.16548,0,1.26279,1064.259338,2516.89137,1672.917577,4630.124647,116.873308,5058.387271,6902.884474,0,0.000032,0.000032,116550.323676,30816.892977,2237.059673,3670.091518,0,1.940955,819.749919,4052.28622,14310.196405,25158.267573,195.271608,11694.860249,23593.706579,0
Oct16,218684.613026,37411.682852,41332.7304,45495.228015,70.583181,3104.481042,33141.02322,1173.860219,165.4605,3263.799514,17431.990497,150.385189,2457.226069,15114.855316,5551.759493,326.07036,12493.477159,1592.280432,1592.280432,590511.924,590511.924,2420.608557,414.139398,1017.524848,101.01168,369.374937,481.680824,12656821.6611357,339021.40812,222725.831687,1361011.653458,866061.713181,3213220.64986,400899.394,3658.946058,17466.45533,63911.739798,3364722.972804,0,41582.888963,1321364.08403888,67906.140472,112080.177951,369887.486883,186123.1734,378447.020189,79654.880739,60.3289,24348.543455,31627.149843,2965.894508,4523.665842,14081.299371,6406.083088,11879.642619,64686.961298,4988.654901,65680.916088,7888.621174,54411.417166,675.107418,4567.853779,26347.76758,3155.572045,1339.899937,562.059741,0,0,1101.305885,2090.35175,1518.573725,3670.954205,111.863283,4749.741706,7657.755726,389.689577,0.00994,0.00994,121949.624491,35334.178076,2041.614317,3571.245306,0,0,983.740559,4048.40328,14459.752829,24917.80177,162.111748,11381.966388,24745.341405,303.468813
Nov16,198854.568899,29712.269831,34232.540895,45467.143711,66.159019,2885.13084,28906.234134,1081.981633,144.56832,3538.566402,17923.727219,165.584555,2360.027303,14668.461413,5295.703574,410.0456,11996.42445,1555.9928,1555.9928,697108.4496,697108.4496,2007.981241,209.803039,842.82687,112.10118,355.782144,471.095328,12773191.6348264,293268.97649,117760.842012,1507034.481118,726457.993728,3147528.95231,360857.045,6723.972416,13109.05669,59872.830374,3600377.038855,0,35895.636058,1286689.444596,63475.968765,84813.818725,352518.669969,376285.3152,354026.592922,56898.377768,35.193307,25228.870212,19112.359271,3244.976528,3912.788956,13596.683295,6579.268926,13285.93915,71433.321118,5716.372305,66995.723603,7583.387175,55751.789455,35.77849,4615.763363,25623.572529,3237.672832,1426.399466,797.61691,0,0,1017.764045,1979.80163,1526.749436,3671.972726,97.50515,4423.889396,7444.200938,0,0.003046,0.003046,126706.851024,41713.816799,2070.328122,3543.441703,0,0,920.317291,3860.71094,15444.563525,22777.084036,149.843417,12469.823988,23756.921203,0
Dic16,211271.744901,37331.963507,28958.635605,47531.90829,51.477023,3212.053551,27627.220121,1051.192721,166.31247,4474.259354,25143.712444,174.71645,2425.962751,14848.832914,5866.16772,368.26082,12039.06916,1679.454976,1679.454976,583264.2418,583264.2418,2248.670841,41.996809,1183.594168,174.6065,369.785122,445.636972,13017455.8095314,408113.46408,221233.589994,1434427.385502,677133.188327,3083190.72867,392568.295,3132.24502,14551.680202,70320.423951,4006721.351352,0,37952.630888,1283532.919319,70653.162282,88006.429132,416406.220746,63714.223,361022.157237,57761.932527,74.210869,22446.199409,16316.661046,2793.978297,4050.208069,12189.564885,6123.838985,8653.555237,82316.299399,5279.787509,66931.291934,8220.270965,63056.165842,535.958286,4272.233978,26389.075389,2547.380578,1426.886425,723.418829,0,0,968.295733,2022.88794,1076.193508,4500.384206,102.149117,4907.817016,7827.148616,286.513421,0.003168,0.003168,120485.050769,32098.661701,2336.466655,3896.300877,0,0,825.591447,4385.08056,15437.425721,23711.052115,185.453082,11812.415615,25583.073595,213.529401
Ene17,196316.819555,35994.404134,39072.02712,43237.693972,35.484785,2367.110025,22656.572134,1306.092725,161.72324,3063.185107,15272.480223,157.543255,2490.356977,14246.60679,4573.792355,427.16765,11254.579063,1404.1405,1404.1405,741372.9366,741372.9366,1915.415931,12.155325,1061.547942,108.40032,309.819474,368.190402,12263108.9897844,320888.083068,189162.895933,1421225.400123,966400.311846,2866107.681535,347041.20384,543.888,12881.561268,60407.692494,3197245.318361,0,35319.237458,1227137.830808,43480.437393,167062.95632,315739.603683,384561.303319,337199.753136,63125.887198,69.635487,19633.210511,24425.204509,3064.03136,8934.634183,9864.732865,5913.091698,11409.952862,51016.375772,4870.543678,68288.431485,7076.408254,55085.513892,27.53762,4394.561762,24885.816983,3545.957962,1237.211406,431.491451,0,1.49226,835.500238,1969.16841,1904.449748,3119.757857,67.667156,3983.664945,7789.45555,0,0.000029,0.000029,113954.611065,32438.940252,1930.771124,3714.117423,0,1.68504,766.64857,4125.15094,15942.522254,20733.503222,201.112637,10374.320882,23725.838721,0
Feb17,178283.849408,27931.79195,34572.252708,40874.853429,63.785036,2416.903005,25628.330173,1117.111237,158.76345,3067.081549,11280.045428,101.365854,2378.748198,12440.763383,4541.434828,378.250879,11332.368301,1253.1716,1253.1716,667313.262,667313.262,1990.732694,11.46022,999.52763,103.55688,344.660912,503.524,11735791.9502784,310583.234454,258825.685185,1406255.435514,872721.133136,2678821.950248,340690.77648,403.52492,10754.433,67317.587271,3203436.292175,0,32507.85003,1113900.971863,48051.52795,118261.826186,357571.814265,256722.614256,331407.904957,63690.484136,96.158802,17162.896641,35275.636139,3121.754927,8738.248303,9453.654227,5978.735229,7872.205796,65456.168044,4558.906801,58868.075659,7087.965096,39462.11101,29.774516,4555.129631,21539.061728,2361.368977,1429.765161,436.148738,0,0,751.196391,1919.43046,1292.351751,3598.283856,54.96889,3960.379503,5735.168001,0,0.003046,0.003046,108751.95035,33173.983493,2159.655677,3594.131597,0,0,743.159652,4262.69576,15236.67459,21289.453608,99.6969,10080.265609,18112.233464,0
Mar17,189426.543178,30787.555512,36898.934108,39730.854135,60.171603,2442.674045,25348.635901,867.127813,199.45102,3602.980375,16455.354123,166.399388,2441.847886,12769.011547,5143.383536,308.286243,12203.875943,1359.9458,1359.9458,833368.8522,833368.8522,1790.684624,66.073644,864.664164,126.4553,268.824864,421.409322,11759141.5723216,459282.405489,224170.853538,1417273.077906,731185.427802,2368455.625122,360481.12507,535.69698,11568.43565,71251.945419,3419313.099205,0,41172.619,1134344.045052,49453.389601,151967.690725,325915.810613,277637.923351,364751.417128,52731.458066,97.921582,16079.320265,29236.571733,3272.870951,8894.496364,11273.523732,6900.510038,10605.334394,50973.303686,4800.718737,104779.102571,7245.776221,52815.918132,214.693582,4829.897074,25908.486016,3121.557009,1311.946335,509.810433,0,3.692162,901.400197,1749.81126,1168.077493,2929.679254,87.897509,5384.436013,8571.956877,168.221474,0.003168,0.003168,109873.141096,33345.325647,2124.291571,3679.839809,0,1.026379,854.764236,4711.75392,10209.081502,23525.068207,198.392739,11361.293852,19764.565556,97.737678
Abr17,190902.876691,34445.770726,37494.282554,40671.364796,68.089074,2725.429758,25262.895179,878.619451,270.77189,4197.995095,16144.914247,145.461856,2302.930886,10803.992853,3810.383788,310.772728,11369.20181,1532.0994,1532.0994,718226.8394,718226.8394,1729.80458,150.763709,725.993646,151.77825,290.154048,379.427039,11898377.8898019,383025.425,244797.369117,1424158.070004,875909.206356,2425379.39811,241365.33664,655.50912,14574.67666,69814.43872,3522148.106322,0,41383.000799,1122959.971011,58909.892956,157018.682102,365229.43628,239274.119,367135.093229,66963.159805,115.253634,16751.498739,32851.120796,3132.512421,9034.011659,12154.831704,7087.991947,9760.113616,75683.442684,4481.73075,64216.755312,6970.724149,53302.358688,326.339434,4303.247891,26452.052767,3808.619171,1305.379986,360.401343,0,2.75424,1050.978989,1958.44065,1149.664546,4179.285836,68.212813,4484.009195,7861.094541,223.211457,0.003024,0.003024,122987.904042,41178.260967,2095.989801,4317.532231,0,4.229208,860.308576,4647.8775,13907.963748,23777.397099,169.399814,11295.471853,20604.321134,129.152111
May17,210330.821666,46806.262546,32292.710866,41899.215881,59.024762,2395.55934,27676.542289,1209.891066,184.31583,4299.06728,20285.210391,126.399879,2623.443981,13681.981765,4957.758406,365.848878,11467.588506,1560.554346,1560.554346,816711.3898,816711.3898,2295.934665,268.51189,1040.261688,279.47062,269.008236,389.527402,12628037.0305865,392385.66926,241297.374436,1618571.79654,925456.949631,2565981.269586,341678.767906,11097.438002,14247.8604,71666.85903,3732241.333745,0,46844.570946,1098699.075447,60030.188325,194516.420571,323059.393917,254844.9558,377124.396189,78319.119225,114.164888,20614.393174,34642.706547,3566.469135,9460.03431,11606.195439,7086.393328,9438.161897,61835.021233,4711.179745,68785.526034,8155.715359,53991.038681,19.890042,4778.387152,25180.456026,2879.119309,1520.879104,401.867121,0,2.26598,973.427264,2106.24925,1026.736101,2879.853502,77.401077,5017.659006,8037.353141,257.645171,0.003024,0.003024,126465.376851,44144.179923,2247.620268,4072.122788,0,2.66054,849.495578,4794.82477,12352.065906,25059.290903,215.948435,11394.799331,21332.368409,0
Jun17,210246.529435,43474.136691,37309.42254,40714.209081,50.632545,2579.22054,26922.124751,1162.40757,171.04946,3741.869415,21583.241476,103.992269,2595.159751,12786.987283,4929.93792,221.424898,11900.713245,1701.06,1701.06,805555.782,805555.782,3011.382763,551.036618,1287.50013,268.14788,382.207301,340.6592,12648489.5246616,263805.55964,243831.446375,1747878.106348,1071264.77594,2589170.923219,355861.28946,32784.378523,17998.28559,61651.80126,3605976.829138,0,36800.21988,1109179.234487,56573.986358,144902.99885,321600.187512,240486.1598,406693.360193,76324.509459,121.113454,20262.251078,41760.623087,3687.965393,9097.149436,10977.328756,6647.862465,12509.898789,83987.395436,4607.079513,66634.262727,8045.940247,57192.122638,21.764636,4816.093079,27430.425753,4103.07727,1601.129455,464.555792,0,1.922853,1030.442105,1915.30453,1514.89876,4292.309677,61.521299,4485.16217,7790.334395,169.767447,0.00324,0.00324,126077.754506,45935.203361,2204.313221,4553.093152,0,2.005392,921.12713,4556.60452,12695.806639,26071.691467,197.892649,10539.036031,18400.980944,0
Jul17,206318.437215,38037.007509,41061.229593,43205.602268,42.77356,2592.163886,25817.721877,1123.0379,211.91386,4973.206719,16652.629411,88.454718,2658.940798,12610.334747,4835.818185,293.143985,12114.458199,1781.9712,1781.9712,748306.781857,748306.781857,2970.243024,490.899208,1437.465645,231.04834,320.624512,294.117272,12936640.5643333,273121.30618,232088.733371,1765660.293825,1015898.741647,2711312.64032,453432.64862,49496.986051,11847.94328,67486.303911,3796748.402563,0,35490.271602,1098981.465814,51727.125856,134743.658378,297985.522825,228168.7875,373402.06729,75155.141436,115.015318,21966.307635,42432.146995,3553.640493,9358.147781,10610.471308,6540.335792,10355.51155,61617.020462,4300.523827,62601.121347,7646.092911,52554.106604,19.027643,4577.456188,25034.041404,3930.29571,1369.678295,273.178094,0,0,951.768726,1646.04845,1148.615099,3579.155048,52.571113,4469.750583,7346.320267,266.660019,0,0,114893.054878,33310.465111,2050.670212,4048.986605,0,0,774.026415,3993.71487,12135.865721,26175.475731,136.599957,12981.966139,19285.284117,0
Ago17,209193.221911,37129.651287,35121.46614,46261.077285,44.024444,3308.45849,26636.48546,1243.346396,189.91749,4456.318559,20557.16518,74.188998,2883.057515,13384.641187,4953.791919,340.978354,12608.653207,1726.17691,1726.17691,727842.26456,727842.26456,2551.608598,299.142326,1166.094592,303.3936,316.70048,325.862784,13651270.5006391,291400.91338,231880.772442,1727832.779258,1020210.352308,3254277.286026,356798.54906,28486.266149,11586.13222,58919.455764,4020197.220689,0,49740.150356,1125494.626375,61413.888786,145481.012008,308747.22634,250371.846,374746.206151,57672.01774,105.44117,24051.435385,41248.254588,4460.362101,11358.27449,11653.013423,6951.633133,8672.132114,73979.087125,4665.646089,63314.242836,8475.67399,53056.302238,17.742346,5064.947383,25308.376388,2865.824788,1938.760542,365.474248,0,0,903.853177,1845.23368,1007.898124,4313.308458,28.22375,4237.674069,7802.125552,0,0,0,124282.156425,45293.015497,2507.971985,3719.529512,0,0,820.331052,4635.73186,11190.614171,24135.820567,63.464489,11450.348156,20465.329136,0
Sep17,209245.269593,42114.304675,37991.518068,44925.314383,32.704159,2762.311398,25797.951608,1073.974327,138.38432,5037.948978,14260.510484,100.026864,2856.010607,14609.868536,5312.280635,261.689171,11970.47138,1335.8716,1335.8716,717837.495865,717837.495865,2620.014765,401.411725,1176.619377,115.1001,342.332223,370.762401,13210479.3342252,287053.70717,238997.325689,1886069.187775,1009436.425166,2987324.78914,408910.12612,28688.987171,6372.696603,56601.11132,3534809.858337,0,44075.286522,1062140.800534,57051.904132,163255.769047,393582.247604,254240.7188,377174.19207,81719.16223,104.097292,24470.403813,44043.875614,4936.235087,9273.112211,10084.043093,5610.555404,11933.549863,57149.42,4585.29019,56853.252481,8456.449982,52593.599883,171.051375,5190.093552,26035.311896,3718.052028,2125.868976,259.115434,0,0,828.940811,1390.11098,1421.223854,3132.168304,15.876493,4361.682185,8694.133032,88.139799,0,0,135504.462152,55883.415458,2724.852772,2898.840595,0,0,732.102017,4251.32336,13207.75739,24604.643538,51.595316,10368.65704,20682.827122,98.447544
Oct17,214324.84897,36869.024657,40208.654104,43613.216321,61.634461,2683.033092,30009.782727,1093.150073,131.0854,4019.357713,18924.781779,111.273996,2705.443595,15308.863113,4480.957876,421.731805,13682.858258,1470.66041,1470.66041,276267.155996,276267.155996,2327.729692,489.5673,879.966403,138.18765,325.663501,250.796142,13375582.4810402,317171.013375,230448.610021,1794709.180689,1010532.401787,3008193.9874,448881.78758,28642.350987,8704.617464,62247.446031,3800430.386629,0,43716.1659,1075184.764855,43643.740488,137194.290172,401293.19753,214152.4036,365571.224958,57973.352345,104.893886,23889.770256,37325.380134,4995.459182,10986.915301,8765.142809,6471.076227,11309.297462,73615.217709,4625.873426,51816.539255,9842.933253,57796.132666,15.082454,6038.158593,25667.290119,2260.697685,2198.57531,296.550388,0,0,900.853098,1521.65932,1367.36763,4116.492036,28.037956,3776.436339,9200.620357,0,0,0,126593.484967,42966.34309,3224.326984,3320.152298,0,0,846.887818,4680.76856,14188.832372,26190.315673,72.161892,11464.497241,19639.199039,0
